,image_id,label
414,3564821723.jpg,3
415,train-cbb-238.jpg,0
416,1979328759.jpg,2
417,3843771801.jpg,3
418,2525439340.jpg,3
419,913968833.jpg,1
420,2287436333.jpg,3
421,263155450.jpg,3
422,train-cmd-1675.jpg,3
423,1047071545.jpg,3
424,3887778156.jpg,3
425,4032326580.jpg,3
426,3830176514.jpg,2
427,3887630301.jpg,1
428,train-cgm-278.jpg,2
429,446451403.jpg,3
430,3749655520.jpg,3
431,4110987286.jpg,3
432,2781299345.jpg,3
433,train-cmd-1332.jpg,3
434,2350937039.jpg,3
435,16457413.jpg,2
436,921425159.jpg,3
437,train-cmd-380.jpg,3
438,165826808.jpg,4
439,234399557.jpg,4
440,3915016999.jpg,3
441,542067115.jpg,2
442,669612316.jpg,3
443,2076206920.jpg,4
444,2740084860.jpg,0
445,2405788205.jpg,3
446,1988390173.jpg,3
447,3276656729.jpg,4
448,train-cmd-2322.jpg,3
449,2059527396.jpg,4
450,3567260259.jpg,3
451,3720190596.jpg,3
452,3956155774.jpg,2
453,3525134748.jpg,2
454,3365267863.jpg,1
455,3884189662.jpg,1
456,2134759369.jpg,4
457,4034653549.jpg,3
458,1525852725.jpg,3
459,train-cgm-91.jpg,2
460,1307416806.jpg,1
461,train-cmd-1505.jpg,3
462,1364309626.jpg,3
463,4050620489.jpg,3
464,2524986603.jpg,1
465,train-healthy-278.jpg,4
466,train-cmd-1667.jpg,3
467,3214705014.jpg,3
468,690368559.jpg,2
469,2521511899.jpg,4
470,2800642069.jpg,3
471,90333661.jpg,4
472,1136287930.jpg,3
473,3871723794.jpg,3
474,3843547968.jpg,4
475,train-cgm-646.jpg,2
476,3925441906.jpg,3
477,1218523717.jpg,1
478,566571284.jpg,0
479,2886723600.jpg,4
480,2980893698.jpg,4
481,2672394448.jpg,4
482,train-cmd-1924.jpg,3
483,2655340809.jpg,0
484,train-cbsd-1181.jpg,1
485,226416882.jpg,1
486,train-cmd-48.jpg,3
487,train-cmd-2336.jpg,3
488,3234850846.jpg,3
489,3675661095.jpg,1
490,3340101218.jpg,0
491,625258862.jpg,1
492,3634957874.jpg,3
493,train-cgm-99.jpg,2
494,3449177598.jpg,3
495,2417374571.jpg,3
496,3225508752.jpg,3
497,1657389394.jpg,3
498,4121046251.jpg,4
499,1025693532.jpg,3
500,49703968.jpg,4
501,train-cbsd-1419.jpg,1
502,train-cmd-1886.jpg,3
503,3195057988.jpg,2
504,2509293643.jpg,3
505,train-cbsd-176.jpg,1
506,train-cbsd-1180.jpg,1
507,1469713619.jpg,4
508,1830481275.jpg,1
509,train-healthy-87.jpg,4
510,1660974563.jpg,3
511,3583970190.jpg,1
512,train-cmd-1438.jpg,3
513,4233694735.jpg,3
514,3079427314.jpg,3
515,135446160.jpg,3
516,1634717334.jpg,3
517,2457010245.jpg,4
518,1784587371.jpg,3
519,train-cbsd-810.jpg,1
520,209409771.jpg,3
521,1000837476.jpg,3
522,1137270192.jpg,3
523,4166830303.jpg,1
524,2671639707.jpg,3
525,263499266.jpg,3
526,508378289.jpg,3
527,4032292698.jpg,3
528,train-cmd-1946.jpg,3
529,4132347499.jpg,3
530,4024636592.jpg,3
531,2418594163.jpg,3
532,2276075918.jpg,3
533,train-healthy-89.jpg,4
534,824489541.jpg,3
535,6442965.jpg,4
536,2143249620.jpg,3
537,325567514.jpg,4
538,184437770.jpg,3
539,2869029395.jpg,1
540,2154636640.jpg,0
541,1997488168.jpg,3
542,train-cmd-519.jpg,3
543,1402508321.jpg,1
544,train-cgm-691.jpg,2
545,391046193.jpg,4
546,train-cgm-693.jpg,2
547,3524416743.jpg,3
548,4080548789.jpg,3
549,train-cmd-2130.jpg,3
550,2018156221.jpg,1
551,train-cgm-157.jpg,2
552,342704060.jpg,3
553,train-cmd-614.jpg,3
554,1571022.jpg,3
555,2088351120.jpg,3
556,57892387.jpg,4
557,1883219633.jpg,4
558,1196180506.jpg,3
559,1095008050.jpg,3
560,3964080612.jpg,4
561,3163179482.jpg,2
562,2646122110.jpg,3
563,3708923477.jpg,0
564,train-cmd-1925.jpg,3
565,3428660638.jpg,3
566,2021981725.jpg,4
567,train-cmd-795.jpg,3
568,2862973358.jpg,3
569,1739769852.jpg,4
570,2443428424.jpg,3
571,1870238448.jpg,4
572,1849151787.jpg,3
573,3247350165.jpg,4
574,3044146032.jpg,3
575,4188170872.jpg,3
576,1416461898.jpg,3
577,1048581072.jpg,2
578,2139839273.jpg,1
579,1901135696.jpg,3
580,1539533561.jpg,0
581,524234621.jpg,3
582,4224427146.jpg,4
583,3240028167.jpg,3
584,2445092110.jpg,3
585,1127545108.jpg,3
586,3874878415.jpg,3
587,3445164485.jpg,3
588,2065621111.jpg,4
589,train-healthy-77.jpg,4
590,train-cbsd-1075.jpg,1
591,3004502.jpg,3
592,2319698131.jpg,4
593,2576198771.jpg,3
594,2953110907.jpg,1
595,train-cmd-2364.jpg,3
596,3770843515.jpg,3
597,train-cbb-420.jpg,0
598,122288577.jpg,3
599,train-healthy-248.jpg,4
600,2689743812.jpg,3
601,2174309008.jpg,3
602,1949374159.jpg,1
603,1719831117.jpg,3
604,2542096748.jpg,3
605,1187772608.jpg,3
606,train-cmd-833.jpg,3
607,2578384098.jpg,3
608,3214130849.jpg,4
609,4228743901.jpg,2
610,train-healthy-115.jpg,4
611,1011139244.jpg,3
612,2401450142.jpg,2
613,train-cmd-878.jpg,3
614,2997619253.jpg,2
615,1298749911.jpg,3
616,4057637286.jpg,3
617,train-cbsd-1150.jpg,1
618,243732361.jpg,3
619,train-cmd-245.jpg,3
620,1381532581.jpg,3
621,3382648793.jpg,3
622,539706836.jpg,4
623,1364472347.jpg,4
624,3020582111.jpg,3
625,train-cmd-1866.jpg,3
626,780244327.jpg,4
627,2400257593.jpg,4
628,1595085512.jpg,3
629,train-cbsd-833.jpg,1
630,964359867.jpg,3
631,2351001169.jpg,3
632,3979826725.jpg,2
633,3396364831.jpg,1
634,302524536.jpg,4
635,3999057498.jpg,3
636,471719560.jpg,4
637,1525663676.jpg,3
638,4121231239.jpg,3
639,2962999252.jpg,1
640,51624303.jpg,3
641,1034548842.jpg,2
642,505820957.jpg,4
643,train-cgm-117.jpg,2
644,train-cmd-220.jpg,3
645,3362714719.jpg,2
646,train-cmd-920.jpg,3
647,1290727489.jpg,3
648,2858810881.jpg,3
649,3031879144.jpg,0
650,2331205714.jpg,2
651,302115319.jpg,4
652,3134495079.jpg,0
653,1378330885.jpg,2
654,1163230614.jpg,3
655,4018898833.jpg,3
656,train-cgm-423.jpg,2
657,1020936674.jpg,1
658,3885695359.jpg,3
659,3889598211.jpg,3
660,537279050.jpg,3
661,2314927699.jpg,3
662,2435788623.jpg,2
663,1552281514.jpg,2
664,3773257510.jpg,2
665,143092286.jpg,4
666,2429949557.jpg,3
667,4043076131.jpg,4
668,496284862.jpg,4
669,train-cmd-180.jpg,3
670,1573242622.jpg,3
671,722155866.jpg,3
672,2801545272.jpg,1
673,757527381.jpg,4
674,1362088025.jpg,3
675,3711452150.jpg,3
676,2028369861.jpg,2
677,2869976219.jpg,3
678,2011372560.jpg,2
679,2738985524.jpg,3
680,3590711392.jpg,3
681,3247597074.jpg,2
682,train-cbb-4.jpg,0
683,train-cmd-2393.jpg,3
684,train-cmd-688.jpg,3
685,2271327090.jpg,3
686,2776235541.jpg,0
687,806357910.jpg,3
688,2577595009.jpg,3
689,1057519931.jpg,3
690,2806638310.jpg,0
691,3675828725.jpg,3
692,2116979707.jpg,0
693,2769467220.jpg,3
694,2061231487.jpg,2
695,train-cmd-1126.jpg,3
696,2868197011.jpg,3
697,4284426558.jpg,3
698,3151741322.jpg,3
699,425031851.jpg,1
700,3337893773.jpg,3
701,train-cmd-5.jpg,3
702,train-cbsd-127.jpg,1
703,train-cbsd-122.jpg,1
704,2665470851.jpg,1
705,2356165389.jpg,3
706,1495336038.jpg,1
707,3007159002.jpg,3
708,3678571048.jpg,3
709,4271963761.jpg,2
710,1971706918.jpg,1
711,3438580244.jpg,3
712,410291053.jpg,2
713,3072589200.jpg,2
714,4149032443.jpg,3
715,1788333451.jpg,3
716,1072157342.jpg,1
717,1074399386.jpg,3
718,train-cgm-419.jpg,2
719,3102370100.jpg,4
720,1595096662.jpg,4
721,train-cmd-115.jpg,3
722,1134181894.jpg,3
723,1033787784.jpg,1
724,2308541209.jpg,4
725,586470698.jpg,2
726,train-cmd-1781.jpg,3
727,2193438012.jpg,4
728,4030129065.jpg,3
729,3671497223.jpg,3
730,3563080812.jpg,3
731,train-cgm-317.jpg,2
732,1158552127.jpg,2
733,4101194273.jpg,3
734,2447025051.jpg,3
735,2703318790.jpg,3
736,train-cbsd-800.jpg,1
737,1165672630.jpg,4
738,train-cmd-1466.jpg,3
739,1479168350.jpg,3
740,3521140941.jpg,3
741,train-cmd-184.jpg,3
742,1014433832.jpg,3
743,train-cmd-1612.jpg,3
744,3121650920.jpg,3
745,2059048377.jpg,1
746,train-cmd-1658.jpg,3
747,1728958527.jpg,3
748,518232429.jpg,3
749,1252793337.jpg,0
750,3234532653.jpg,4
751,2838697086.jpg,1
752,3837457616.jpg,3
753,365488535.jpg,1
754,train-cbsd-1096.jpg,1
755,3974310104.jpg,0
756,1552927795.jpg,4
757,999474432.jpg,1
758,979089486.jpg,3
759,3078295332.jpg,2
760,485289472.jpg,3
761,214207820.jpg,3
762,551875095.jpg,3
763,1618183544.jpg,3
764,2447058144.jpg,3
765,2013853837.jpg,3
766,1047901042.jpg,2
767,1084229234.jpg,4
768,2576651916.jpg,3
769,4045566880.jpg,2
770,4222869193.jpg,3
771,262606974.jpg,1
772,3645245816.jpg,2
773,3625017880.jpg,3
774,512811593.jpg,3
775,719913445.jpg,3
776,605921029.jpg,3
777,1580326648.jpg,4
778,train-cgm-94.jpg,2
779,3918869320.jpg,2
780,584853244.jpg,4
781,2682444173.jpg,2
782,1498619219.jpg,3
783,2822909369.jpg,3
784,1354408202.jpg,3
785,3133376122.jpg,3
786,train-cbsd-1373.jpg,1
787,train-cmd-2069.jpg,3
788,2055261864.jpg,3
789,train-cbb-403.jpg,0
790,2226003733.jpg,2
791,2533412019.jpg,1
792,3374362215.jpg,1
793,train-cmd-469.jpg,3
794,train-cbsd-707.jpg,1
795,1221389553.jpg,4
796,570348622.jpg,3
797,3852914374.jpg,3
798,train-cmd-198.jpg,3
799,2334840744.jpg,1
800,627068686.jpg,3
801,1588046668.jpg,3
802,3683884881.jpg,3
803,923987815.jpg,2
804,3935947721.jpg,3
805,949971770.jpg,2
806,1147036458.jpg,3
807,342958683.jpg,0
808,train-cgm-35.jpg,2
809,3720319782.jpg,3
810,408144068.jpg,3
811,559693099.jpg,3
812,4234497061.jpg,3
813,2736151353.jpg,3
814,3485779259.jpg,3
815,3030757766.jpg,3
816,1643954108.jpg,3
817,3676307859.jpg,4
818,train-cmd-1231.jpg,3
819,113803368.jpg,3
820,train-cgm-187.jpg,2
821,1784483184.jpg,1
822,train-cbsd-155.jpg,1
823,1321771793.jpg,3
824,2820517088.jpg,3
825,train-cmd-1689.jpg,3
826,train-cbb-48.jpg,0
827,1865176608.jpg,3
828,3456257914.jpg,4
829,3421838606.jpg,3
830,2740410159.jpg,1
831,train-cmd-1360.jpg,3
832,376862597.jpg,4
833,1966513283.jpg,3
834,train-cgm-538.jpg,2
835,3791342812.jpg,3
836,2066965759.jpg,3
837,3775701579.jpg,3
838,2616538732.jpg,1
839,3756625464.jpg,3
840,train-cmd-2408.jpg,3
841,936775758.jpg,3
842,1673670656.jpg,3
843,287239456.jpg,3
844,28448308.jpg,3
845,2584501637.jpg,3
846,train-cmd-1011.jpg,3
847,train-cmd-946.jpg,3
848,1815048674.jpg,3
849,3241869544.jpg,3
850,1703538353.jpg,3
851,3586867158.jpg,3
852,train-healthy-273.jpg,4
853,2595067395.jpg,3
854,train-healthy-238.jpg,4
855,3201556287.jpg,3
856,1849571285.jpg,1
857,2362121230.jpg,3
858,1461151155.jpg,3
859,544346867.jpg,3
860,train-cgm-376.jpg,2
861,2294615213.jpg,1
862,2724038983.jpg,3
863,1368384368.jpg,1
864,train-cgm-685.jpg,2
865,2266032559.jpg,3
866,train-cbb-18.jpg,0
867,4045262215.jpg,3
868,2658482776.jpg,4
869,train-cmd-597.jpg,3
870,2178737885.jpg,3
871,2043962950.jpg,3
872,2152051451.jpg,3
873,726374295.jpg,3
874,2259345957.jpg,2
875,4276465485.jpg,3
876,train-cmd-238.jpg,3
877,4086759203.jpg,3
878,3197791330.jpg,3
879,3778585395.jpg,0
880,85709703.jpg,3
881,train-cmd-831.jpg,3
882,3941011892.jpg,3
883,1336088186.jpg,3
884,2933422175.jpg,3
885,893103956.jpg,1
886,2068458725.jpg,3
887,train-cbsd-88.jpg,1
888,648328136.jpg,3
889,488245279.jpg,3
890,3966618744.jpg,1
891,1653281533.jpg,2
892,1356836747.jpg,1
893,172123475.jpg,3
894,3468150881.jpg,1
895,3110425055.jpg,3
896,388681480.jpg,3
897,2163414466.jpg,3
898,train-cbsd-962.jpg,1
899,2862680976.jpg,3
900,1313365128.jpg,3
901,2699275892.jpg,4
902,2523038081.jpg,3
903,2390205011.jpg,3
904,3516352675.jpg,2
905,train-cmd-1265.jpg,3
906,4100445719.jpg,4
907,4064049916.jpg,3
908,3366388775.jpg,3
909,train-cmd-881.jpg,3
910,2890583988.jpg,3
911,978618490.jpg,3
912,756993867.jpg,3
913,1934046551.jpg,3
914,1775680225.jpg,3
915,1946708779.jpg,3
916,train-cmd-899.jpg,3
917,1476891160.jpg,3
918,3211443011.jpg,1
919,train-cmd-937.jpg,3
920,394713210.jpg,3
921,1532691436.jpg,1
922,1775924817.jpg,3
923,3838205917.jpg,3
924,1211842242.jpg,3
925,train-cmd-2577.jpg,3
926,3309321224.jpg,2
927,4154410133.jpg,3
928,3355673967.jpg,3
929,321186710.jpg,3
930,595787428.jpg,4
931,train-cmd-1664.jpg,3
932,542560691.jpg,3
933,train-cgm-749.jpg,2
934,532103360.jpg,2
935,2907433779.jpg,1
936,2795551857.jpg,3
937,2773760127.jpg,3
938,2587185641.jpg,4
939,train-cbb-356.jpg,0
940,3570937947.jpg,3
941,891426683.jpg,3
942,train-cmd-2260.jpg,3
943,2518671335.jpg,4
944,train-cbsd-673.jpg,1
945,3471100023.jpg,3
946,94882276.jpg,3
947,1094295442.jpg,0
948,4293817306.jpg,2
949,2569445436.jpg,4
950,3544838139.jpg,3
951,937045512.jpg,3
952,10607686.jpg,2
953,2857955845.jpg,2
954,1969328625.jpg,3
955,train-cmd-331.jpg,3
956,1638051159.jpg,4
957,train-healthy-106.jpg,4
958,1645132898.jpg,1
959,458698920.jpg,1
960,1394744680.jpg,1
961,3379081921.jpg,3
962,3666805736.jpg,3
963,4075320498.jpg,3
964,1702776814.jpg,3
965,291970029.jpg,2
966,3240792628.jpg,3
967,train-cbsd-474.jpg,1
968,train-cmd-967.jpg,3
969,train-cbb-190.jpg,0
970,3844650986.jpg,3
971,1995081893.jpg,3
972,train-cbsd-735.jpg,1
973,3995991109.jpg,3
974,587011215.jpg,3
975,1941521780.jpg,3
976,1277057359.jpg,4
977,1060819932.jpg,3
978,100472565.jpg,2
979,2967526329.jpg,3
980,2990618706.jpg,4
981,train-cgm-422.jpg,2
982,2390982435.jpg,1
983,3859028489.jpg,2
984,3409149175.jpg,3
985,train-cbb-167.jpg,0
986,1815643293.jpg,4
987,1896122351.jpg,3
988,3200925121.jpg,3
989,87170987.jpg,3
990,train-cbb-361.jpg,0
991,train-cbsd-667.jpg,1
992,3163944517.jpg,3
993,2722575699.jpg,3
994,3982901070.jpg,0
995,3105887434.jpg,3
996,4291924776.jpg,4
997,3044653418.jpg,3
998,train-cbsd-73.jpg,1
999,7635457.jpg,0
1000,3369678617.jpg,3
1001,834011850.jpg,3
1002,train-cbsd-1179.jpg,1
1003,823167906.jpg,2
1004,1151124099.jpg,3
1005,train-cmd-32.jpg,3
1006,3430125708.jpg,3
1007,561864770.jpg,4
1008,3856973359.jpg,1
1009,4092575256.jpg,3
1010,3723247572.jpg,3
1011,963176335.jpg,3
1012,train-cbsd-814.jpg,1
1013,884360889.jpg,3
1014,2417496242.jpg,3
1015,2246240102.jpg,3
1016,2218341655.jpg,1
1017,train-cbsd-1149.jpg,1
1018,212828935.jpg,3
1019,1974290297.jpg,3
1020,1152356015.jpg,3
1021,3589976431.jpg,3
1022,3504669411.jpg,3
1023,2120375366.jpg,3
1024,804520437.jpg,3
1025,1528321401.jpg,2
1026,train-cbsd-898.jpg,1
1027,train-cmd-65.jpg,3
1028,train-healthy-20.jpg,4
1029,1620888831.jpg,3
1030,2217626214.jpg,3
1031,train-cgm-210.jpg,2
1032,3495104174.jpg,2
